x,y,Total number of holdings (c288),Total Area (c1),Total Crops & Fallow (c35),Rough Grazing Area (c7),Woodland on holding (c8)
498000,394000,4.5,275.8,27.9,0.2,0.9
498000,396000,3.8,380.1,34.9,0.7,1.9
498000,398000,1.8,506.2,48.1,0,9.1
498000,400000,2.9,456.5,41,3.4,7.7
498000,402000,3.8,385.1,31.6,3.4,5.2
498000,404000,3.3,372.1,31.8,4,2.3
498000,406000,2.2,269.6,23.5,4,2.5
498000,408000,3.1,492.7,44.9,3.8,3.5
498000,410000,1.8,243.8,20.8,2.8,3.6
498000,412000,1.8,497.5,47.4,11.7,2.3
498000,414000,1.5,174.2,17.9,11.8,3.7
498000,416000,0,0,0,0,0
498000,418000,2.4,697.9,59,26.1,16.9
498000,420000,6,616.2,54.8,0,0
498000,424000,0,0,0,0,0
498000,426000,5,302.1,33,11.7,4.1
498000,428000,9.9,644.6,58.6,2.1,9.8
498000,430000,3.4,134.3,10.6,0,0.2
498000,432000,3.3,236.3,18.6,0.8,0.6
498000,434000,3.1,338.2,26.6,1.5,0.9
498000,436000,3.3,281.1,22.2,0,2.8
498000,438000,3.3,508.7,40.5,0.3,7
498000,440000,3.5,423.2,33.6,1.5,5.2
498000,442000,3.6,321.9,25.2,3.8,1.9
498000,444000,3.6,306,23.6,4.8,0.5
498000,446000,4,339.6,24.9,0.5,0
498000,448000,4.4,306,22.7,0,2.3
498000,450000,2.3,322.3,23.4,0,2.4
498000,452000,3.8,329.8,26.2,0,1.6
498000,454000,1.9,339.3,31.5,5.2,3.5
498000,456000,1.8,279.7,24.3,14.4,2.6
498000,458000,3.6,440.4,34.2,0,3.3
498000,460000,3.6,440.4,34.2,14.4,3.3
498000,462000,2.1,464.6,36.9,0,1.9
498000,464000,2.1,464.6,36.9,47.8,1.9
498000,466000,2.9,442.8,34.9,0,1.4
498000,468000,3.7,386.8,30.7,0,5.4
498000,470000,2.7,471.7,40.1,3.4,1.8
498000,472000,2.4,503.8,43.4,0,0.1
498000,474000,2.7,404.6,27.8,0.5,0.5
498000,476000,2,303.4,20.8,0.4,0.4
498000,478000,2.9,376.5,24.8,6.1,5.3
498000,480000,3.1,206.9,15.8,11.4,5.9
498000,482000,2.2,161.2,12.6,9.5,5.1
498000,484000,1.4,115.4,9.3,4.8,4.4
498000,486000,6.2,518.6,33.6,4.8,2.2
498000,488000,6.4,521.6,32.3,4.6,0
498000,490000,8.3,353.5,17.6,23.9,5.3
498000,492000,7.4,321.1,14.4,12.1,7.2
498000,494000,4.9,281,10.3,0,8
498000,496000,5.3,279.3,11.8,39.6,5.2
498000,498000,8.6,309,14.8,0,8.4
498000,500000,6.4,231.8,11.1,0,6.3
500000,100000,2,325.7,27.9,0,4.6
500000,102000,2,325.7,27.9,0,4.6
500000,104000,4.1,468.1,22.8,3.8,5.3
500000,106000,2.7,344.1,11.4,131.2,0
500000,108000,0,0,0,0,0
500000,110000,0.3,65.1,2.9,0,1.8
500000,112000,4.3,194.7,9.1,0,1.5
500000,114000,5,263.8,11.5,0,2.3
500000,116000,3,203.1,8,0,2.1
500000,118000,8.3,504.5,25.1,13.1,6.9
502000,100000,0,0,0,0,0
502000,102000,0,0,0,0,0
502000,104000,5.5,416.9,20.8,5.4,4.5
502000,106000,4.1,380.5,16.1,100,2.3
502000,108000,0.4,126.2,7,0,1.3
502000,110000,1,260.4,11.8,86.4,7.1
502000,112000,1,260.4,11.8,0,7.1
502000,114000,2.6,391.9,14.8,119.2,6.7
502000,116000,2.8,338.2,11.8,96.6,4.6
502000,118000,5.4,194.1,7.4,55.4,9.5
504000,100000,0,0,0,0,0
504000,102000,26.7,707.5,43.4,2,0.6
504000,104000,3.4,170.4,8.9,0,0.6
504000,106000,0,0,0,0,0
504000,108000,1.2,378.7,20.9,0,3.9
504000,110000,1.5,443.8,23.9,103.3,5.7
504000,112000,1.6,458,16.2,0,8.4
504000,114000,0.9,262,8.9,0,4.4
504000,116000,2.5,400.1,13.8,156.9,6
504000,118000,6.1,263.2,9.8,0,10.3
506000,100000,0,0,0,0,0
506000,102000,8.4,361.8,33,4.1,4.4
506000,104000,6.9,340.7,17.8,49.6,1.1
506000,106000,5.2,255.6,13.3,49.6,0.8
506000,108000,5.6,381.8,20.3,46.5,2.1
506000,110000,3.6,383.6,19.5,92.9,4.5
506000,112000,3.2,353.7,11.1,0,7.6
506000,114000,2.3,91.8,2.3,0,3.2
506000,116000,3.1,228,8.1,0,6.9
506000,118000,8.1,291.1,11.1,0,14.2
508000,100000,0,0,0,0,0
508000,102000,11.7,242.4,24.8,16.2,6.4
508000,104000,2.7,189.8,8.6,16.5,3.9
508000,106000,3.3,396.2,16.3,0,7.2
508000,108000,4.5,583.2,24.3,77.1,7.2
508000,110000,3.5,289.4,12.9,11.8,10.1
508000,112000,3.8,171.9,7,31.9,6.2
508000,114000,1.9,86,3.5,0,3.1
508000,116000,3.5,113.9,4.2,2,6.6
508000,118000,10.9,295.2,7.5,8.1,20.3
510000,102000,0,0,0,0,0
510000,104000,2.1,264.7,14.6,0,0.3
510000,106000,2.3,292.1,21,25.1,5.2
510000,108000,2.4,546.9,31.8,54.3,18.5
510000,110000,3,479.5,28.3,35,19
510000,112000,3.9,218.8,13.6,66.9,13.1
510000,114000,3.8,175.4,8.6,0,5.5
510000,116000,7.6,350.8,17.2,2.3,10.9
510000,118000,8,529.7,28.2,23.9,18.9
512000,102000,0,0,0,0,0
512000,104000,0,0,0,0,0
512000,106000,1.7,155.4,13,25.1,0.5
512000,108000,1.8,410.2,23.8,0,13.9
512000,110000,3,479.5,28.3,198,19
512000,112000,4.8,277.2,17.8,0,20.2
512000,114000,6,224.5,12,1.2,11.6
512000,116000,6.8,229.4,7.9,3.5,3.9
512000,118000,6.1,344.5,11.4,1.2,5.8
514000,102000,0,0,0,0,0
514000,104000,0.8,77.7,6.5,0,0.3
514000,106000,2.2,335.7,18.6,0,4.6
514000,108000,2.8,460.6,27.3,0,11.6
514000,110000,2.4,286.4,13.6,62.6,10.7
514000,112000,1.8,325,12.6,0,5.4
514000,114000,3.4,322.5,10.2,17.5,5.1
514000,116000,1.9,181.8,6.4,4.5,3
514000,118000,5.6,398.6,10.2,0,23.4
516000,102000,0,0,0,0,0
516000,104000,2.2,335.7,18.6,0,4.6
516000,106000,3.3,503.6,27.9,81.6,7
516000,108000,2.6,225.8,15.7,0,2.3
516000,110000,2.8,136.9,5.1,3.8,9.4
516000,112000,5.7,273.7,10.2,0,18.9
516000,114000,5.6,226,4.1,12.1,6.8
516000,116000,7,356.3,6.1,0,16.5
516000,118000,6.3,376.9,7.7,4.1,22.7
518000,104000,3,82.8,5.6,1.8,0.5
518000,106000,3,82.8,5.6,1.8,0.5
518000,108000,1,38.6,4.3,0,0
518000,110000,1.3,100.1,4.2,21.6,1.3
518000,112000,5.4,337,13.4,25.5,12.1
518000,114000,7.9,292.1,8.6,3.8,11.3
518000,116000,8.6,333.4,6.6,21.5,10.2
518000,118000,4.2,298.1,6.9,0,21.7
520000,104000,0,0,0,0,0
520000,106000,6,630.3,33.7,22,2.5
520000,108000,3.8,300.2,12.5,43.3,4
520000,110000,5.1,400.3,16.6,43.3,5.4
520000,112000,7.3,253,9.7,21.6,3
520000,114000,12,305.9,11.1,16.6,3.4
520000,116000,9,229.4,8.3,16.6,2.5
520000,118000,9.8,426.6,12.2,44.7,31.6
522000,104000,0,0,0,0,0
522000,106000,0,0,0,0,0
522000,108000,2.4,238.9,11.9,0,4.9
522000,110000,4.8,477.9,23.8,44.5,9.8
522000,112000,7.1,363.9,17.3,3.3,7.2
522000,114000,8.1,222,10.8,9.9,5.2
522000,116000,8.1,222,10.8,6.6,5.2
522000,118000,9.8,426.6,12.2,28.1,31.6
524000,104000,0,0,0,0,0
524000,106000,1.3,145.3,11.4,0,0
524000,108000,3.8,435.8,34.1,36.8,0
524000,110000,2.3,277.7,15.5,22.8,7.2
524000,112000,2.3,277.7,15.5,0,7.2
524000,114000,6.1,218.4,12.3,6.6,6.6
524000,116000,9.8,412.6,23.7,13.7,12.5
524000,118000,9.3,566.6,21.2,12.3,10.2
526000,104000,0,0,0,0,0
526000,106000,0,0,0,0,0
526000,108000,0.7,103.8,4.9,0,0
526000,110000,1.3,207.6,9.8,85,0
526000,112000,1.3,207.6,9.8,42.5,0
526000,114000,7,409.8,18.5,5.3,5.1
526000,116000,9,427.4,20.7,14,8.8
526000,118000,7.2,369.3,13.3,21,2.9
528000,104000,0,0,0,0,0
528000,106000,4,716.7,39.5,11.7,0
528000,108000,0.5,84.6,3.9,24.1,0.4
528000,110000,2,302.4,15.6,48.3,3.3
528000,112000,2,193.7,15.2,29.3,8.8
528000,114000,5.6,305.4,13.1,12.5,2.8
528000,116000,3.8,213.1,9.8,9.3,2.1
528000,118000,7.2,369.3,13.3,21,2.9
530000,104000,0,0,0,0,0
530000,106000,0,0,0,0,0
530000,108000,1,169.3,7.9,0,0.7
530000,110000,4.8,292.6,12.9,0,8.7
530000,112000,3.9,197.6,9,2,4.4
530000,114000,2,117.9,6.4,2,1.3
530000,116000,4,232.9,12.9,2,2.6
530000,118000,0,0,0,0,0
532000,102000,0,0,0,0,0
532000,104000,0,0,0,0,0
532000,106000,0.5,84.6,3.9,0,0.4
532000,108000,1.5,253.9,11.8,0,1.1
532000,110000,6.3,351.6,15.7,27.3,9.4
532000,112000,7.8,338.3,12.5,108.8,9.9
532000,114000,5.8,248.9,8.8,0,8
532000,116000,5.8,239.3,7.7,0,9.2
532000,118000,1.9,79.8,2.6,0,3.1
534000,102000,0.5,84.6,3.9,0,0.4
534000,104000,1,169.3,7.9,0,0.7
534000,106000,1.5,271.9,14.8,2,2.1
534000,108000,1.9,374.6,21.7,3.9,3.4
534000,110000,1.8,410.6,27.7,7.8,5.4
534000,112000,6.1,258.7,9,29.7,6.1
534000,114000,6.8,293,11.3,0,6.2
534000,116000,4.8,203.6,7.7,0,4.3
534000,118000,5.6,213.3,7.9,3.1,6
536000,102000,0.5,84.6,3.9,0,0.4
536000,104000,1.5,253.9,11.8,24.1,1.1
536000,106000,4.4,474.4,26.9,24.1,6.5
536000,108000,0.9,205.3,13.9,3.9,2.7
536000,110000,1.4,307.9,20.8,5.9,4
536000,112000,6.5,357.6,15.4,41.9,10.2
536000,114000,9,540.6,24.8,46.3,15.2
536000,116000,9,540.6,24.8,4.4,15.2
536000,118000,6.1,240.5,8.3,3.9,10.9
538000,100000,0,0,0,0,0
538000,102000,0.5,84.6,3.9,0,0.4
538000,104000,0.9,248.8,12.6,21.9,0
538000,106000,1.3,129.9,0,71.9,2
538000,108000,3.8,311.3,17.9,0,4.1
538000,110000,2.3,210.8,7.7,19.7,4.6
538000,112000,1,159.4,5.1,19.7,4.6
538000,114000,2.5,183,9.4,2.2,5
538000,116000,6.3,197.6,6.8,0,17.2
538000,118000,6.3,197.6,6.8,7.7,17.2
540000,100000,0,0,0,0,0
540000,102000,0.8,94.5,7.3,0,0.8
540000,104000,2.6,746.3,37.9,65.7,0
540000,106000,0.9,248.8,12.6,0,0
540000,108000,2.5,181.4,10.3,0,2
540000,110000,1,180.2,8.2,119.1,2.7
540000,112000,2,318.8,10.1,29.5,9.2
540000,114000,4.3,389.6,17.6,19.7,21.7
540000,116000,2.1,194.8,8.8,13.6,10.8
540000,118000,9.5,332.5,11.4,9.6,21
542000,100000,6,901.7,71,86,3.8
542000,102000,2.3,283.6,21.8,32.3,2.4
542000,104000,1,296.4,16.1,104.6,0.7
542000,106000,2.7,746.3,39,96.1,0.7
542000,108000,2.3,252.5,13.9,19.1,0.8
542000,110000,1.5,301.6,16.9,19.1,1.2
542000,112000,4.9,399,14.6,20,2.9
542000,114000,6.4,444.8,21.8,3.8,26.5
542000,116000,3.3,230.2,12.6,0,17.1
542000,118000,6.4,365.1,17.1,1.9,20.9
544000,100000,1.5,92.5,8.3,0,0
544000,102000,1.5,92.5,8.3,2.3,0
544000,104000,1,296.4,16.1,52.3,0.7
544000,106000,2,592.8,32.2,52.3,1.3
544000,108000,0.5,148.2,8.1,0,0.3
544000,110000,3,198.9,6,0,1.6
544000,112000,4.4,298.4,8.9,0,2.5
544000,114000,4.4,298.4,8.9,20,2.5
544000,116000,6.5,367.2,17,6.2,16.2
544000,118000,4.9,252,10.7,0,7.6
546000,98000,0,0,0,0,0
546000,100000,0,0,0,0,0
546000,102000,0,0,0,0,0
546000,104000,1.7,554.3,28,23.8,1.7
546000,106000,2.7,1031.6,47.6,95.2,4.1
546000,108000,2,773.7,35.7,71.4,3.1
546000,110000,2.6,195.4,6.2,0,2.2
546000,112000,5.9,397.9,11.9,0,3.3
546000,114000,4.4,298.4,8.9,60,2.5
546000,116000,3.5,329.9,14.5,4,9
546000,118000,6.3,259.5,10.3,1.3,19.6
548000,98000,0,0,0,0,0
548000,100000,1,109.8,6.4,0,0.3
548000,102000,0.7,89.9,5.1,0,0.1
548000,104000,0,0,0,0,0
548000,106000,1.3,515.8,23.8,47.6,2
548000,108000,1.3,515.8,23.8,47.6,2
548000,110000,4.4,383.7,13,0,5.4
548000,112000,4.4,383.7,13,0,5.4
548000,114000,5.8,380.5,11.9,85.3,8.3
548000,116000,7.3,350,10.8,0,16.5
548000,118000,7.3,350,10.8,0,16.5
550000,96000,2,219.6,12.9,0,0.6
550000,98000,3,329.4,19.3,72.5,0.9
550000,100000,2.4,289.6,16.7,0,0.4
550000,102000,2.9,359.5,20.5,92.8,0.2
550000,104000,2.8,274.5,11.8,8.1,1.6
550000,106000,1.7,203.4,9.4,0,0.5
550000,108000,5.4,323.4,15.9,0.3,0.9
550000,110000,4.6,344.5,18,0,3.5
550000,112000,3.3,287.8,9.8,11.9,4.1
550000,114000,3.2,254.2,9.3,11.9,4
550000,116000,5.1,276.1,10.7,0,8.6
550000,118000,8.5,356.8,9.6,0,19
552000,96000,0,0,0,0,0
552000,98000,0,0,0,0,0
552000,100000,5,796.4,41.2,85.2,3.8
552000,102000,1.7,105.6,3.1,0,3.6
552000,104000,4.5,380.1,14.9,16.2,5.1
552000,106000,3.9,344.5,13.7,8.1,4.6
552000,108000,6.7,242,7.8,0.6,2.1
552000,110000,7.9,305.7,15.7,18.4,9
552000,112000,7.1,314.6,10.2,48.2,17.8
552000,114000,8,343.2,12.5,0,19.1
552000,116000,2,124.6,5.5,0,2.6
552000,118000,4.1,213.8,7.9,0,7.3
554000,96000,3,783.8,29.5,98.2,5.9
554000,98000,3,783.8,29.5,98.2,5.9
554000,100000,0,0,0,0,0
554000,102000,1.4,175,5.8,23.4,2.6
554000,104000,4,169.2,4.2,0,3.3
554000,106000,3.5,200.6,5.7,29.1,6.2
554000,108000,3.4,211.1,6.2,1.1,7.2
554000,110000,8.8,363.3,10.4,4.6,18.2
554000,112000,12,437.3,13.9,0,32.9
554000,114000,9,327.9,10.4,0,24.7
554000,116000,4.9,169.7,4.3,0,11.8
554000,118000,9.9,339.4,8.7,0,23.7
556000,94000,0,0,0,0,0
556000,96000,3,352.4,14.2,0,0
556000,98000,2,234.9,9.5,0,0
556000,100000,2,234.9,9.5,0,0
556000,102000,0.6,122.2,4.2,23.1,0.8
556000,104000,1.8,366.7,12.7,69.2,2.4
556000,106000,0,0,0,0,0
556000,108000,1.7,105.6,3.1,0.8,3.6
556000,110000,8.3,354.7,9.6,6.9,14
556000,112000,10,402.5,10.7,9.2,16.2
556000,114000,9.8,274.9,7,4.5,20.9
556000,116000,12.8,194.8,2.5,6.7,25.7
556000,118000,9.2,234.6,5.2,2.2,20.4
558000,94000,0,0,0,0,0
558000,96000,2,234.9,9.5,0,0
558000,98000,2,234.9,9.5,0,0
558000,100000,0,0,0,0,0
558000,102000,0,0,0,0,0
558000,104000,5.6,218,6.2,4.3,5.6
558000,106000,18.4,602,15.5,16.6,16
558000,108000,5.5,136.5,2.6,5.9,2.5
558000,110000,10.5,337.8,7.9,10.5,10.6
558000,112000,10,402.5,10.7,9.2,16.2
558000,114000,10,402.5,10.7,9.2,16.2
558000,116000,17.1,259.7,3.4,8.9,34.2
558000,118000,16.8,325.4,4.6,4.4,49.8
560000,96000,0,0,0,0,0
560000,98000,0,0,0,0,0
560000,100000,2,234.9,9.5,57.8,0
560000,102000,2,234.9,9.5,57.8,0
560000,104000,7.7,214.3,4.4,7.7,0.5
560000,106000,14.9,380.2,7.4,15.6,5.3
560000,108000,17.6,449.5,7.8,17.7,7.5
560000,110000,15.7,492.3,10.4,14.4,17.1
560000,112000,4.6,219.3,5.2,2.6,12.1
560000,114000,9.1,438.6,10.4,5.3,24.2
560000,116000,14.1,444.1,13.6,14.1,39.7
560000,118000,14.7,430.9,11.7,10.6,46.1
562000,100000,0,0,0,0,0
562000,102000,1.9,53.6,1.1,1.9,0.1
562000,104000,5.8,160.7,3.3,5.7,0.4
562000,106000,4.7,173.5,1.2,1.9,0.1
562000,108000,6.4,299.3,5.3,2.6,12.1
562000,110000,9.1,438.6,10.4,5.3,24.2
562000,112000,6.8,329,7.8,3.9,18.1
562000,114000,10.4,440,11.2,7.5,28
562000,116000,7,222.1,6.8,7.1,19.8
562000,118000,10.6,333.1,10.2,10.6,29.8
564000,102000,1.9,53.6,1.1,1.9,0.1
564000,104000,4.7,173.5,1.2,7.8,0.1
564000,106000,3.8,159.9,0.1,0,0
564000,108000,6.4,379.1,15.2,18,17.9
564000,110000,3.6,199.5,6.8,6.9,10
564000,112000,7.3,399,13.6,13.8,20
564000,114000,12.9,442.7,12.8,11.9,35.8
564000,116000,14.1,444.1,13.6,14.1,39.7
564000,118000,7.3,212.3,3.1,0,13
566000,104000,1.9,80,0.1,5.9,0
566000,106000,7.5,350.7,6.3,14.6,4
566000,108000,7.1,386.8,12.6,16.9,10.6
566000,110000,5.4,359.3,16.8,22.3,15.9
566000,112000,6.3,405.2,17.8,11.1,16.3
566000,114000,7.1,451.1,18.8,0,16.7
566000,116000,7.1,451.1,18.8,3.4,16.7
566000,118000,7.3,212.3,3.1,28.6,13
568000,104000,3.1,108.4,2.8,33,7.9
568000,106000,12.4,433.7,11.3,0,31.6
568000,108000,9.7,419.1,9.1,8.7,11.9
568000,110000,8.8,329.3,8.7,5.8,5.2
568000,112000,6.2,234.9,9.2,0,6.7
568000,114000,5,282.8,11.3,11.6,14.8
568000,116000,6,296.6,15.8,3,20.6
568000,118000,2.8,227.5,6.5,6.9,42.1
570000,106000,0,0,0,0,0
570000,108000,5.3,169.5,5.1,33,9.2
570000,110000,8.9,244.2,9,0,5.1
570000,112000,1.4,57.3,1.9,0,6.4
570000,114000,0,0,0,0,0
570000,116000,0,0,0,0,0
570000,118000,8,239.4,7.1,11.3,21.3
572000,106000,0,0,0,0,0
572000,108000,0,0,0,0,0
572000,110000,9.1,331.4,9.5,0,28.6
572000,112000,5.8,229.1,7.6,11.6,25.7
572000,114000,0,0,0,0,0
572000,116000,8,239.4,7.1,0,21.3
572000,118000,4,119.7,3.5,0,10.6
574000,106000,0,0,0,0,0
574000,108000,3.1,108.4,2.8,0,7.9
574000,110000,6.3,239.8,6.9,2.8,17.4
574000,112000,1.4,57.3,1.9,11.6,6.4
574000,114000,12,359.1,10.7,11.3,31.9
574000,116000,12,359.1,10.7,22.6,31.9
574000,118000,4,155,4.8,0,19.1
576000,108000,6.3,204,6.4,26.5,13.3
576000,110000,8.4,319.7,9.2,11.1,23.2
576000,112000,8.4,319.7,9.2,8.3,23.2
576000,114000,8,239.4,7.1,11.3,21.3
576000,116000,6.1,216.9,8.5,2.4,17.7
576000,118000,8.3,349.5,14.6,4.8,33.3
578000,108000,0,0,0,0,0
578000,110000,0,0,0,0,0
578000,112000,3.3,95.6,3.5,26.5,5.4
578000,114000,4.4,124.9,5.3,20.8,6.8
578000,116000,8.6,354.1,17.4,7.2,24.7
578000,118000,2.1,97.2,4.9,2.4,7.1
580000,108000,0,0,0,0,0
580000,110000,0,0,0,0,0
580000,112000,2.2,62.5,2.6,0,3.4
580000,114000,6.5,187.4,7.9,0,10.3
580000,116000,8.7,249.8,10.5,0,13.7
580000,118000,4.8,312.8,7.8,0,79.5
582000,108000,0,0,0,0,0
582000,110000,0,0,0,0,0
582000,112000,3.5,158.9,6.4,4.3,13.3
582000,114000,7.9,283.8,11.6,0,20.1
582000,116000,8.7,249.8,10.5,20.8,13.7
582000,118000,9.6,625.5,15.6,25.1,159
584000,110000,3.3,95.6,3.5,0,5.4
584000,112000,10.1,349,14.8,28.6,24
584000,114000,7.1,317.8,12.7,0,26.6
584000,116000,6.3,328.3,12.2,67.7,21.9
584000,118000,0,0,0,0,0
586000,110000,0,0,0,0,0
586000,112000,8.1,232,10.8,4.4,12.7
586000,114000,3.3,223,6.3,0,6
586000,116000,2.8,270,7.9,0,5.9
586000,118000,5.2,606.2,22.7,11.7,14.8
588000,112000,0,0,0,0,0
588000,114000,5.2,219.1,5.8,0,8.2
588000,116000,3.8,359.9,10.5,0,7.9
588000,118000,5.2,606.2,22.7,8.8,14.8
590000,114000,0.9,90,2.6,0,2
590000,116000,3.8,359.9,10.5,0,7.9
592000,116000,0.9,90,2.6,0,2
500000,120000,2.8,168.2,8.4,4.4,2.3
500000,122000,2.7,183.7,8.5,1,6.8
500000,124000,7,306.3,10.5,4,24.8
500000,126000,7,306.3,10.5,4,24.8
500000,128000,5.2,268.7,9.2,4,30.5
500000,130000,6.9,462.5,15.8,7.9,72.5
500000,132000,0,0,0,0,0
500000,134000,6.5,244,6.4,3.8,22.3
500000,136000,9.8,366,9.6,5.7,33.4
500000,138000,6,154.6,5.9,30.2,6
500000,140000,2.1,183.7,7.8,20.4,5.8
500000,142000,4.3,367.4,15.6,40.8,11.5
500000,144000,1.1,91.8,3.9,0,2.9
500000,146000,5,166.3,5.8,3,2
500000,148000,1.4,54.3,1.7,3,0.4
500000,150000,1.4,54.3,1.7,3,0.4
500000,152000,10.2,294.1,8.6,6,5.9
500000,154000,14.4,428,17.3,5.3,11.1
500000,156000,4.2,122,4.6,5.3,3.2
500000,158000,0,0,0,0,0
500000,160000,0,0,0,0,0
500000,162000,4.5,64.1,1.6,2.9,2.9
500000,164000,0,0,0,0,0
500000,166000,18.5,461.1,17.1,25.1,32
500000,168000,8.9,114.9,1.4,8.6,4.1
500000,170000,8.9,114.9,1.4,17.2,4.1
500000,172000,4.5,33.8,0.8,7.1,0
500000,174000,1.5,127.2,15.1,0,0
500000,176000,1.5,127.2,15.1,0,0
500000,178000,0,0,0,0,0
500000,180000,4,218.9,7.9,5.6,28.2
500000,182000,1,54.7,2,2.8,7.1
500000,184000,3,59.5,0,5.6,7.5
500000,186000,4.3,112.7,2.3,10.5,10.6
500000,188000,1.3,53.2,2.3,4.9,3.1
500000,190000,2.8,127,4.8,4.8,8.2
500000,192000,4.3,190.4,7.1,7.2,12.2
500000,194000,5.2,186.7,6.5,7,10.1
500000,196000,5.4,206.2,9.5,5.4,7
500000,198000,2.1,137.8,8.2,3.9,6.3
500000,200000,11.2,358.9,18.5,11.7,6.9
500000,202000,5.7,94.7,2.8,0,3.5
500000,204000,7.1,187.1,9,7.8,4.8
500000,206000,3.2,260,18.2,3.1,4.5
500000,208000,3.4,119.8,7.1,0.8,3.2
500000,210000,4.9,226.9,15.6,1.6,7.9
500000,212000,3,222.7,18.8,1.6,0.1
500000,214000,5.4,339.7,22.8,0.6,9.8
500000,216000,3.4,336.7,20.7,54.2,11.7
500000,218000,5.3,405.1,24.7,53.8,6.5
500000,220000,3,2.7,0.7,0,0
500000,222000,0,0,0,0,0
500000,224000,6.3,299.7,20.9,16.6,3.6
500000,226000,6,396.8,24.7,2.9,5.4
500000,228000,4.4,322.8,24,2.6,6.2
500000,230000,8,504.9,40,2.4,9.3
500000,232000,9.3,565.5,48.4,2.7,10.5
500000,234000,3.6,355.2,25.7,0,0
500000,236000,1.2,118.4,8.6,0,0
500000,238000,0,0,0,0,0
500000,240000,1.5,193.7,17.6,0.4,0.1
500000,242000,1.4,93.2,7,5.9,0.3
500000,244000,5.6,372.8,28.2,23.5,1.2
500000,246000,4.3,273,24.5,0,0.2
500000,248000,3.8,255.5,22.7,4,0.3
500000,250000,1.8,133.9,9.9,2,0.2
500000,252000,2,148.9,9.4,5.8,0.2
500000,254000,4,131,10.9,0.9,2.7
500000,256000,4.7,205.2,13.9,0.6,5.9
500000,258000,5.8,320.1,22.9,0.3,21.9
500000,260000,4,390.9,34.5,0,10.5
500000,262000,2.5,420,38.8,0,1.9
500000,264000,2.7,269.9,20.1,0,2.8
500000,266000,2.7,269.9,20.1,0.6,2.8
500000,268000,1.7,160.4,13.4,0,0.1
500000,270000,4.4,301.3,23.1,0.7,1.3
500000,272000,4.5,331.7,23.1,1.4,1.5
500000,274000,4.5,331.7,23.1,1.4,1.5
500000,276000,3.8,366,25.9,2.8,5.2
500000,278000,3.9,338.7,24,3.4,1.7
500000,280000,2.5,275.9,18.5,0.1,0.3
500000,282000,1.2,180,14.9,1.6,0.8
500000,284000,1.4,301.6,21.1,5.1,0.6
500000,286000,2.2,461.7,31.2,0.1,2.3
500000,288000,2.5,328.9,23.6,0.2,3.5
500000,290000,2.3,261.4,20.2,0.2,0.6
500000,292000,0,0,0,0,0
500000,294000,2,395.2,34.6,0.5,1.4
500000,296000,3.3,312.9,21.6,4.9,1.6
500000,298000,3.3,312.9,21.6,4.9,1.6
500000,300000,0,0,0,0,0
500000,302000,3.3,421.9,38.2,0.5,0.8
500000,304000,5,278.6,22.1,2.1,0
500000,306000,1.1,236.7,18.2,8.6,0.2
500000,308000,3,278.8,27,0.6,0.3
500000,310000,3.3,316,30.6,0.9,0.2
500000,312000,2.4,419.1,35,4.5,3.1
500000,314000,2,295.3,23.9,1.4,0.8
500000,316000,5.3,412.9,31.6,2.3,0.5
500000,318000,5.1,345.2,25.2,1.4,0
500000,320000,2,343.3,24.4,6.8,0.1
502000,120000,4.2,172.2,6.4,0,12.7
502000,122000,3.1,150.4,5.5,0,15.8
502000,124000,5.1,228.3,8,2,20.3
502000,126000,5.3,229.7,7.9,3,18.6
502000,128000,7.1,421,16.7,3.9,63.6
502000,130000,5.4,305.4,12.8,2,45.5
502000,132000,10,289.2,12.5,8.6,20.2
502000,134000,5.5,129.5,5.4,0,4.4
502000,136000,5.5,129.5,5.4,0,4.4
502000,138000,5.9,385.3,15.8,2.2,41.6
502000,140000,7.4,322.6,14.2,0,10.7
502000,142000,9,300.2,13.5,40.2,10.3
502000,144000,7.9,208.4,9.6,0,7.4
502000,146000,2.7,110.5,8.6,3,24.1
502000,148000,4.9,193,8.7,3,13.5
502000,150000,2,100.8,8.1,4.7,2.8
502000,152000,5.2,178.1,8.8,3,3.2
502000,154000,3.8,123.9,7.2,0,2.8
502000,156000,10.2,306,12.8,16,7.9
502000,158000,4.2,122,4.6,0,3.2
502000,160000,0,0,0,0,0
502000,162000,0,0,0,0,0
502000,164000,18.8,538.2,21.8,16.5,39.8
502000,166000,4.7,134.6,5.5,0,10
502000,168000,0,0,0,0,0
502000,170000,34,361.3,15.3,16.5,0
502000,172000,0,0,0,0,0
502000,174000,0,0,0,0,0
502000,176000,0,0,0,0,0
502000,178000,8.8,244.7,9.7,0,4.8
502000,180000,11.7,326.3,13,10.8,6.4
502000,182000,8.8,244.7,9.7,16.2,4.8
502000,184000,11.2,258.1,10.2,14.6,9.3
502000,186000,21.5,379.7,14.9,11.3,24.6
502000,188000,0,0,0,0,0
502000,190000,5.8,169.9,6.3,3.2,10.9
502000,192000,7.8,226.6,8.4,4.2,14.5
502000,194000,3.9,113.3,4.2,2.1,7.2
502000,196000,0.5,20.8,1.7,0,0.9
502000,198000,6.9,142.5,4.6,3.7,2.4
502000,200000,7.3,169,8.1,2.8,1.1
502000,202000,11.5,230,10.3,2.3,5.3
502000,204000,8.5,142.1,4.2,6.2,5.3
502000,206000,10.5,609.5,44.5,8.9,14.4
